
0xF77F  0xFFFF  0xF7FD  0xB6FF  0xFFDF  0xF7FD  0xBBFF  0xFFDD  0xBFFF  0xDFF7  0xBFFF  0xFFDF  0xFFFD  0xDFFF  0xDEDE  
0xFFFF  0xFD7F  0xFEFB  0xEFFF  0xFFBF  0xFFFF  0xFFFF  0xFFFD  0xFFFF  0xDBFF  0xBFFB  0xFEFF  0xFFCF  0x77FF  0xEFFD  
0xFFF7  0xEBFF  0x7FFF  0xFFFF  0xFF5F  0xFFDD  0xFDDF  0xFFFF  0xFFFF  0xFFFF  0xFFDF  0xFFFF  0xFFEF  0xFFFF  0xFFF7  
0xFBFF  0xEBFF  0x3FDF  0xFFFF  0xFFFF  0xDDFF  0x7AFF  0xFFDF  0xBFFF  0x7FFF  0xEEFF  0xF7FD  0xFFFF  0xFF7F  0xFFFF  
0xFFFF  0xFFFF  0xFFEF  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xFFDF  0x7FFF  0xFFFE  0xFFFF  0x3FBF  0xFDFD  0xFDFF  0xBFFF  
0xFFFF  0xFFFF  0xFFF7  0xBFFF  0xFFFF  0xFFDF  0xDFEF  0xFEB7  0xFEFF  0xF6F7  0xF7FF  0xFFF7  0xFFBA  0xFFF7  0xBFBF  
0xFFF7  0xFFFF  0xDFBF  0xBBFF  0xFFFF  0xF7FB  0xFFFF  0xFFFF  0xFFFF  0xFFBF  0xDFFF  0xFDF7  0xFFFF  0xFFFF  0xFFFC  
0xFFFF  0xF77F  0xFFDF  0xFFDF  0xF5FF  0xDFBE  0xAF7F  0xFDFB  0xDFFF  0xBE7F  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xFFFF  
0xFFF7  0xFBFF  0xFEFF  0x5FFE  0xF7FF  0xFFFF  0xDFFF  0xF7FF  0xFFFF  0xFFFF  0xFDFF  0xFFED  0xFFFF  0x7FFF  0xFF7E  
0xFBFF  0xDFFF  0xFFFF  0xFFFF  0xFFFA  0xF9FF  0xFFFE  0xFFFF  0xFFFF  0xFFFF  0xFBF7  0xFDDF  0xFFFF  0xFEFB  0xFFF7  
0xFBFF  0xFFBF  0xFFFF  0xFFDE  0xFFFF  0xFE7D  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xFEFF  0xFFFF  0xFFFF  0xFF6D  
0xEFFF  0xFFFF  0xFDFF  0xEFDF  0xFFFF  0x6FF7  0xFFFF  0xFFBF  0xFFFF  0xFFFF  0xFFEF  0xFFFF  0xFFFF  0xDFDF  0x3C7F  
0xFFFF  0xFFFF  0x7FFD  0xFF7F  0xFFFF  0xBF7F  0xFFFD  0xFFFA  0xFFFF  0xFFBE  0xFDFF  0x7FFF  0x5FFB  0xFF67  0xFEFF  
0xF7FF  0xFFBF  0x5FFF  0xFFFE  0xFFEF  0xB7DF  0x7FFF  0xBFF7  0xFEFE  0xFDF7  0xFFDF  0xFFFF  0xD9DB  0xDD7F  0xDEF9  
0xFFFF  0xFFFF  0xFF7F  0xFFFF  0xAFF7  0xFFFF  0xFF7F  0xFFF7  0xFEFF  0xFEDF  0x7FF7  0xDFDF  0xBEFF  0xFF9F  0xBFFE  
0xFDFB  0x5F7F  0xFDDF  0xAFFB  0xFFFF  0xFEF9  0xFFF7  0xDFFF  0xFDFE  0x3FEF  0x7FDF  0xFFFF  0xDFFF  0xFF7F  0xFFFF  
0xE7FF  0xDFFF  0xFFFF  0xFFF7  0xBFFF  0xFFFF  0xDFFF  0xF7FE  0xFFFF  0xBFFF  0xFFFF  0xFFEF  0x5FFF  0xFFFF  0xFFFA  
0xFFFF  0xBFFF  0xBFFF  0xDFEF  0xFFFE  0xFFBF  0xFFFD  0xDFFF  0xFFFF  0xFF7F  0xEFFD  0xFFBF  0xDFFD  0xFF7F  0xFBDF  
0xFFFF  0xFFFF  0xFD3F  0xD6FF  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xBFDF  0xEFFB  0xFFFF  0x7DFF  0xFEFB  0xFFDD  0xBFF7  
0xFFFF  0xBFFF  0x7FFF  0xFEFB  0xFEFF  0xF7FF  0xFFFF  0xFFFB  0xFFFF  0xBEFD  0xF57F  0xFFFF  0xBDDF  0xFFFF  0xFFFF  
0xFEFF  0x67FF  0xF6F7  0xDEFF  0x7FFF  0xFFFE  0xFFFF  0xFFFF  0xDFFF  0xCFFF  0xFFFF  0x7FFF  0xFFF7  0xDFFF  0xBFFF  
0xFBFE  0xFFDD  0xBDFF  0x7FF7  0xBFFF  0xB7FF  0xEFFD  0xFFFF  0x7FFF  0xFFFE  0xF6F7  0xFFFF  0xF7FE  0xFFFF  0xFFBF  
0xFFFF  0x5FFF  0xFFFF  0xFDFF  0xFFF7  0xBFF7  0xF72F  0xFFDB  0xFDFF  0xFDF7  0xFFFF  0xFFF6  0xBFFF  0x7FFF  0xBFFD  
0xFFEF  0xFBBF  0xFEFF  0xFBFF  0xEEFC  0xFFEF  0xFBFE  0xFFFB  0xFDFF  0xFFDF  0xF7FF  0xFFFF  0xFFDF  0xEFFF  0xFFFF  
0xFFDF  0xB7FF  0xFFFF  0xFFFF  0xFFFF  0xFFB7  0xFFBF  0xDFFF  0xFFFF  0xFFFF  0xDEFF  0xD7FF  0xF7FE  0xD7FF  0xFBFF  
0xFBFF  0xFFFF  0xF73F  0xFFFD  0xDFFE  0xFFFF  0xFFFF  0xDFFF  0xFFFF  0xFFFF  0x7FFE  0xEBFF  0xFFF7  0xF7FE  0xFFEF  
0xFFFF  0xFFFB  0xFFFF  0x7BFF  0xFFFF  0xBF9F  0xFFFF  0xBBFF  0xFFFB  0xFFDF  0xFFBF  0xBDFF  0xFFFF  0xBEF7  0xFF7F  
0xFFF3  0xBFFF  0xF7FF  0xFFDF  0xFFDA  0xF7DF  0xFFFE  0xDFFF  0xFBFF  0xFFFB  0xFBFF  0xFFFD  0xDFFF  0xFFFF  0xDDFE  
0xFFFF  0xFBFF  0xFFFF  0xBFDF  0xF9DD  0xFFFF  0xFFFF  0xFFFF  0xFFFB  0xDFFD  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xFFFF  
0xFFFF  0xDFFF  0xBFBF  0xDFFF  0xEDFF  0xFFFF  0xBFF7  0xF7FF  0xFFFF  0xFBFF  0xF7FF  0xFFFB  0xFFFF  0xBFFB  0xFFFF  
0xF5FB  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xBFFF  0xFF77  0x7FFF  0xFF7F  0xFFFF  0xFBF7  0xFFFF  0xEFDF  0xF7FD  0x7FFF  
0xFFFF  0x7FFD  0xFFFF  0x6FFF  0xFFFF  0x7FF7  0xFFBF  0xF77F  0xFEFD  0xF7FF  0xE7FF  0xFDFF  0x7FFF  0xFFFF  0xF7DF  
0xDFFF  0xFFFB  0xFF7F  0xFFFF  0x7BFF  0xFFFF  0xFFED  0xEFFA  0xFBFF  0xFEFF  0xBFFF  0x7EFF  0xF7BF  0xFFFF  0x7BDF  
0xD7FF  0xFFFF  0xDFFE  0xFCFF  0xF7FB  0xFF5F  0xBFED  0xFFFF  0xFFFF  0xFFFF  0xFDFE  0xFFDE  0xFFFF  0xFFFF  0xFFFF  
0xFFFF  0xFBF7  0xFDBF  0x6FFF  0x7FFF  0xFF7E  0xFFDF  0xDBFF  0xFFFF  0xDEBF  0xFFFF  0x7FFF  0xF7FD  0xFFFF  0xFFFF  
0xFFBF  0xFF6F  0xF7FF  0x7FFF  0xEFDD  0x7FFE  0xFD7B  0xFFEF  0xFFFF  0xDFFE  0x7EFF  0xFFFF  0x7FFF  0xFFFF  0xF7FF  
0xEFFF  0xFDFF  0xFFFF  0xBCFF  0xFDFF  0x7FFF  0xFFDA  0xFFFF  0xFFDF  0xFBFF  0xF7FF  0xFBFF  0xFFFF  0xFFFF  0xFFFF  
0xFFFF  0xFFFF  0xFFFF  0xFFFD  0xFEFD  0xFF7F  0x5FFF  0xFBFF  0xE9FF  0xFFDE  0xDFFF  0xFFBF  0xF7FF  0xFFBE  0xFFFF  
0xDFFF  0xBFFF  0xFBBF  0xFFFF  0xFBFF  0xF7FE  0xFFDF  0xFFF7  0xFFDF  0xF7FF  0x6BFE  0xFFBF  0xFDF6  0xFFFF  0xE7FF  
0xFFFF  0x3FFF  0xF7F6  0xFDFF  0xFDFF  0xDFFD  0xFFFF  0xFFDF  0xBFEF  0xFFFF  0xBFFF  0xFFFF  0xFFFF  0xFFDF  0xFFFF  
0xFEEF  0xFFDF  0x7FFF  0xDBFF  0xFFFF  0xDFDF  0xFEFF  0xBFBF  0xB7FF  0xC7FE  0xFFFF  0xFFFF  0xDFFF  0xFBDF  0xEFDF  
0xFFFF  0xFDFF  0xFFFF  0x7DFF  0xEFF7  0xEFFF  0xFFFF  0xFEFE  0xFFFF  0xFB7F  0xDF7B  0xEFFF  0xBFFF  0xFFBF  0xBFFE  
0xFFF7  0xFFDE  0xFFF7  0xEFFF  0xFEFF  0xF7FF  0xFFFF  0xF9FF  0xFFFF  0xFFFF  0xFFFF  0xFCFE  0xFFFF  0xFFFF  0xFFFA  
0xD6EF  0xFFFF  0xFFFF  0xEFFF  0xFFFF  0xFFFF  0xFFFF  0xFBF7  0xFFFB  0xFFFF  0xFBFF  0xFFFF  0xFFF7  0xFFFF  0xFF7F  
0xFF7F  0xFBFB  0xFFFF  0xFFEF  0xFFF7  0xFFFF  0xD7FD  0xBFDF  0xFFFE  0x7BFF  0xFBBF  0xFFFF  0xFFFD  0xFFFF  0xEFFF  
0xBFFF  0xEFFF  0xFFFB  0xFFFF  0xFDFF  0xFDEF  0xFF1F  0x7FFF  0xCFF3  0xFFFB  0xFF7F  0x5FFD  0xBFFB  0xF6FF  0xFBEB  
0xF7FF  0xDFFF  0xFF7F  0xFF7F  0x7FFF  0xEFF7  0xFFFF  0xB7FF  0xFFAF  0xFFFF  0xFFFF  0x3FFF  0xFFFF  0xDFDF  0xFBFF  
0xFDFF  0xEFFF  0xFBBF  0xD3EF  0xFDFE  0xFFFF  0xFFF6  0xF6DF  0xD9FF  0xFE5F  0xFBFF  0xBFFF  0xBFFD  0xFBDF  0xFFFF  
0x7FEB  0xBFBF  0xFFBF  0xFFFE  0xFDFF  0x7DFF  0xF33F  0xFFFE  0x7EFF  0xAFFF  0xDEFF  0xFFDF  0xF99F  0xDF7A  0xFF7F  
0xFFFF  0x7DFF  0xFFFD  0x7DFF  0xF7FF  0xFFFF  0xFFF5  0xFFFF  0xFF7F  0xFDFF  0xFBFE  0xFFFF  0xBEFF  0xFFFF  0xFFBF  
0xDB3F  0xFFFF  0xFFFF  0xFFDF  0xF7FF  0xFFFF  0x4FDD  0xFFFA  0xBEFF  0xCFFF  0xBFDF  0xDFFF  0xFFDF  0xF7FF  0xFDDE  
0xFFFE  0xFFEF  0xF3DB  0xFCFB  0xFFFF  0xFFEF  0xEFFB  0xFF7F  0xFF6F  0xFDFF  0xBFFF  0xFBFF  0xFFDF  0xBFDB  0xF7FF  
0xFFFF  0xFF7F  0xFFFF  0xFFFF  0xFFFF  0xF9FF  0xFFFF  0xFFA5  0xF7F8  0xF7FB  0xFFE7  0xFFEF  0xFEFF  0xFFBF  0x7FFF  
0xB5FF  0xFFFF  0xFFFF  0xEFFE  0xFFBF  0xDFFD  0xFFFD  0xFFFF  0xFFDF  0xFFF7  0x7FFF  0xFFFF  0xFFFF  0xF7D7  0xFFDF  
0xFFFF  0xFBFF  0x7FBB  0xFFFF  0xFFFF  0xBDFF  0x7FBF  0xFDBF  0xFFFF  0xFFDF  0xBFFF  0x7EFF  0x5EFF  0xFFDF  0xFBFD  
0xFFFE  0xFF3F  0x77FF  0xFBFF  0xF7F7  0xFFFF  0xF9FF  0xFFBF  0x6FFF  0xFEFF  0xFBFD  0x7B5F  0xD7FF  0x7FFF  0xFFFF  
0xFEBF  0xFFEF  0xFFBF  0xDFFD  0xF9FF  0xFEFD  0xFFEE  0xFFFF  0xBDBF  0xFB9F  0xBF77  0xBF9B  0xFFFF  0xBFEF  0xF6BF  
0xEFDF  0x3FFE  0xBFFF  0xFBFF  0x75FF  0xFFFF  0xFDFF  0x7FB7  0xFFFB  0xECFF  0xFFEB  0x7BFF  0xEFDF  0xFFF5  0xFFEF  
0x75EF  0xFFFF  0xFFFF  0xFFDF  0xFCFF  0xF7FF  0xFF3B  0xFFFF  0xFFBD  0xDFFF  0xFFFF  0xFFFF  0xEFFF  0xEFB5  0xBFFF  
0xFBFF  0xBFFF  0xFDD7  0xEBFB  0x7FFF  0xFBDF  0xF7FF  0xB7BF  0xFF7F  0xEFEF  0xF7FF  0xFFF7  0xFDF7  0xD7FF  0xFFFB  
0xFFFF  0xBFBF  0xFFEF  0xFFF7  0xEFFF  0xEEFF  0x7FDF  0x5FFE  0xEDFF  0xFFBF  0xFFFF  0xFFDF  0xFFFD  0xF7BF  0xFFEE  
0xFDFF  0xF7EF  0xFFBF  0xFFFF  0xEBF7  0xFFBF  0xFDFF  0xBFFF  0xFFF6  0xF7F7  0x7DFF  0x6FFF  0xDECB  0xFFFF  0xFFFF  
0xFFFF  0xFFFF  0xFFFF  0xDFFF  0xDDDF  0xFFFF  0xFFFB  0x7FBF  0xFFFF  0xFBFF  0x3FFD  0xFFFF  0xFFFF  0xFFFD  0xF8FF  
0xFFFF  0xEFFF  0xBFFF  0xFFFF  0xFFBE  0xEF6F  0xFFFD  0xBFDF  0xFFF7  0xF5FF  0xFFFF  0xF7FE  0xAFFF  0xFFFF  0x77FF  
0xFBFF  0xFF7F  0xFFFF  0xFFFE  0xBFFF  0xFDFF  0xEFFF  0x7BFF  0xFFFF  0xFFFF  0xFEFF  0xFFAF  0xDFFE  0xFFFF  0xDFF7  
0xFFFF  0xFBFB  0xDFFB  0xFFF3  0xF7FF  0xFEFF  0xBDFF  0xFFFF  0xDFFF  0xFEFF  0xFFFD  0xFEFF  0xDFFF  0xFFF7  0xFFFF  
0xFB5F  0xDAFF  0xDFCF  0xFFFB  0xFFFF  0xFFFF  0xDFBF  0xF5FF  0x7FFF  0xFFFF  0xFFFF  0xFFFF  0xBFFF  0xF77F  0xFBDD  
0xFFDF  0xF7FF  0xFFBF  0xE7BE  0x7FFB  0xFFDF  0xFFFF  0xBFFB  0xFEFF  0xFFFF  0xFFFF  0xFFFE  0xFFDF  0xFFFF  0xFFFF  
0xF7FF  0x9FFF  0xBFFF  0xFFEF  0xBFFF  0xFFDD  0xFF3F  0xFFFD  0xFDFF  0xFFFF  0xFFFF  0x6FFF  0xFFFF  0x7FFF  0xFBFE  
0xFFBD  0xDFFF  0xDFFF  0xEBFF  0xFFFF  0xFEFB  0xFBFE  0xFFFF  0xAFFB  0xFFFF  0xFFFF  0xFEEF  0xFFFF  0xFFFF  0xFFFF  
0x9FDF  0xFEFF  0x7FFF  0xFFFB  0xDFFD  0xFD7E  0xFFFF  0xF7FF  0xBFFF  0xFFFF  0x7FFF  0xEFFF  0xEFFD  0xFFFF  0xFFFF  
0xE7FF  0xFDF7  0xFCF7  0xD7DF  0xDEFF  0xFFFF  0xFFFB  0xFFFF  0xFFFB  0xDFFF  0xFFFF  0xFFFF  0xFFFF  0xFFFA  0xFFFF  
0x7EDE  0xFBFF  0xFEFF  0xBFFF  0x7BDF  0xDFFF  0xFFFF  0xF3FF  0xFFFF  0xFFFF  0xFFFF  0xFF7B  0xFBF7  0xD7DF  0xEFFE  
0xFFBF  0xFEBB  0xFFFB  0xFADE  0xFF3D  0xFDFF  0xFFFF  0xFDBF  0xFFF7  0xFFFF  0xFFFE  0xBFFA  0xFFFF  0xDFFB  0xFDFF  
0xDFFF  0xEFFD  0xFBFF  0xFFFF  0xD7FE  0xFFEF  0xEFDF  0x7F67  0x7FFF  0xFFFF  0xEDFF  0xFF9F  0xCFFF  0xFFFF  0xFFF7  
0xFFAF  0xFFBF  0xFFFE  0xFFFD  0xFFFF  0xEFFF  0xFFEF  0xFFFF  0xFFB5  0xFFD6  0xDFFF  0xDFFF  0xBFEF  0x7FBF  0xFEBF  
0xFBFF  0xFFDF  0xFFFF  0xFBFF  0x7FFD  0xDFFF  0xF7F5  0xFFFD  0xFFFE  0xFFFB  0xFDFE  0xBFF5  0xBFFF  0xFBFF  0xEFFF  
0xFFFB  0xFE7F  0xDFFF  0xFFFF  0xBFFF  0xEEFF  0xFFFF  0xFFDF  0x7FFF  0x3FFF  0xFFFF  0x5FFB  0xFFBF  0xDFFF  0xFDDF  
0xFFBF  0xFDFD  0xFFDF  0xBFDF  0xDFED  0xF6F7  0xFDFF  0xFFBF  0xFFF5  0xFFFF  0xFF7F  0xFFFB  0xFFFF  0xFFBF  0xFFFB  
0xFCFF  0xFFFE  0xB7DF  0xFFFF  0xFFFF  0xFFDF  0xFFF7  0xFFFF  0xFFFF  0xBFFE  0xFFEF  0xFEFD  0xBFDF  0xEF7F  0xDBF7  
0xFFFF  0xF7FB  0xFF7F  0xFFFF  0xBFDF  0xFBFF  0xBFFF  0xFEFF  0xFFFF  0xF6DF  0xFDFB  0xFFFF  0xFFBE  0xDFFF  0xFFFF  
0xFFFD  0xFFFF  0xCFFF  0xFFFF  0xFEFF  0xFFDF  0xFFFF  0xDFFD  0xFF7F  0xF7FF  0xFFBF  0xDFFF  0xFDFF  0xFBFF  0xFEFF  
0x7FFE  0xEF9F  0xFFFF  0xFFBF  0xFFFF  0xFFFF  0xFD7F  0xFFF7  0xFBDF  0xFF7F  0xDFF5  0xEFFF  0xBFFF  0xFFFF  0xFFFF  
0xFFFF  0xFFFE  0xFFFF  0xFFDF  0xFFF6  0x3FDF  0xFFFB  0x7FFC  0xFFFB  0x7FFF  0xFE7F  0xFDED  0xFCFF  0xF5FF  0xFEFF  
0xFBE7  0xFFFF  0xFBFF  0xFFFF  0xFFFF  0xEF7F  0xFFFF  0x5FEF  0xDFFF  0xFBFD  0xFEFF  0xFDFF  0xEDFF  0xFF3F  0xBB77  
0xDFFF  0xFEEF  0xDF7F  0xFFDF  0xFFFF  0x7FFF  0xFFFE  0xBFFF  0x7FBF  0xDFD7  0x9FFF  0xEFFF  0xFFFE  0xFFFF  0xEFFF  
0xFFFD  0xFFFF  0xDFEB  0xF7FB  0xFFDF  0x7FFB  0x7FFF  0x6BFF  0xFDDF  0xEFDF  0x7FFF  0xFEF9  0xFEFF  0x5BF3  0xFFF6  
0xFBF7  0xFBFF  0xBFFF  0xF9FF  0xBF7F  0xFEFF  0xFF7F  0xF7FF  0xFFDE  0xFB7F  0xFFFF  0xFFFF  0x73FE  0x5DFF  0xFFFF  
0xFBB7  0xFDFF  0xAFFF  0xFFFF  0xF72F  0xFEFF  0xFBFF  0xFFFF  0xFBFF  0xFFFF  0xFFED  0xE57F  0xFF7F  0xFEFE  0xDFDE  
0xFFFE  0xFFFF  0xEFEF  0xDFFB  0xFFFF  0xFFFF  0xFFFE  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0x7FFF  0xDFFF  0xDFDB  0xBFFF  
0xFFFE  0xFFFF  0xFFFF  0xDFFF  0xBFFF  0xFDD7  0xBAEF  0xBFFF  0xFFFD  0xFFFF  0xFFFE  0xFEFF  0xFFBF  0x7FFE  0x7FFF  
0xECFF  0xFBFF  0xFFFF  0xBFFF  0xFDFA  0xEFFE  0xEFFF  0xFFBF  0xFFFF  0xFFDF  0xFFFB  0xF73F  0xFFFF  0xFFFD  0xFFDF  
0xFFFE  0xFFFF  0xFFFF  0xFFFF  0xFFFE  0xFFFF  0xF7BF  0xFEFB  0xFFFF  0xFEFF  0xDDFF  0xFF2E  0xFFFD  0xDFDF  0x7FFF  
0xFDBF  0xDFFF  0xFDFF  0xFB7F  0xFFFE  0x7FFF  0xBFFE  0xFDFF  0xFDFE  0x9FFF  0xFFFF  0xFFFE  0xD7FF  0x7FBB  0xFFFF  
0xB7FA  0xFFFF  0xFDFF  0xFEFF  0xFFFD  0xFFFF  0x7DFF  0xFFFF  0xEFDF  0xFBEF  0xFFFD  0xDFFF  0xFFF7  0xFBFD  0xDBFF  
0xFFFF  0xEFF7  0xFFFF  0xFDFF  0xDFFF  0x3EFF  0x7AFF  0xBD7F  0xFFED  0xFBFF  0xFFFF  0xF7FF  0xFFFF  0xEFFF  0xF7FE  
0xFEFD  0xFDF7  0xDFFF  0xDFFF  0xFFFF  0xFDCB  0xFFFF  0xDFFE  0xFFFF  0xFFFF  0xFFFE  0xFB7F  0xFFFD  0xFFFF  0xFFFF  
0xFFFF  0xDF7F  0xFBBF  0xFEFF  0xDFFF  0xFFFF  0xFB5B  0xFFFF  0xF7F7  0xD77E  0xFEBF  0xFFEF  0xFFFF  0xEFFF  0xFDDF  
0xFDFF  0xFDFE  0xFFFF  0xFFFF  0xFFFE  0xFFFF  0x6FFF  0xFFBF  0xFF7F  0xFFFF  0xFFFF  0xEFFF  0xFFFD  0x7FFF  0xFFDF  
0xF7FF  0xF7CF  0xFFFF  0xE7DF  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xFDFF  0xFFEF  0xFFFF  0xFFDF  0x7DFF  0xBFFC  0xF7FF  
0xFFFF  0xFFFD  0xDDFF  0xEFFB  0xFFF5  0xFFBF  0x7FFF  0xFFFF  0xFFDF  0xFFFF  0xBFFF  0xDFFF  0x7FFE  0xFFFD  0xEF7F  
0xBFFF  0xFFFD  0x7FDF  0xF7FD  0xF7FF  0xFEFD  0xFFBE  0xFFFF  0xFFDF  0xFEFD  0xBFFD  0x7FFF  0xFFBF  0x7FFF  0xFFFF  
0xFFFF  0xFFFE  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xBFFF  0xFFFF  0xFFFF  0xF7BF  0xFEFF  0xF7FF  0xBBFF  
0xFFFF  0xFFDD  0xFEFD  0xF7EF  0xFFFF  0xFBFF  0xFBFF  0xFDBF  0xFEFF  0xFEFF  0xF7FF  0xFDFF  0xFFFF  0xFFDF  0xFFFF  
0xFF7F  0x7FFF  0xFFFF  0xFFFF  0xFFFF  0xF7FF  0xFFFF  0x3FDF  0xDFFF  0xFEFF  0xDFFF  0xFFFF  0x7FFF  0xFFF6  0xFFDF  
0xBFFF  0xFBFF  0xFFFE  0xFFFF  0xFFFF  0xFFFF  0xFFFD  0xFDCF  0xFFFF  0xFFFF  0xFBFF  0xFFDF  0xFFFF  0xFF7F  0xFDDF  
0xFFFF  0xFFFE  0x7BFF  0xFF7F  0xFFFF  0xFF7B  0xF7FF  0x3FFD  0xFFFD  0xFBF7  0xFFDE  0xFAFF  0xFFFF  0x7E7F  0xFFF7  
0xFFFF  0xFFFF  0xFF77  0xFEFF  0xFFFF  0xFF77  0xEFFF  0xFFFF  0xFFFF  0xBFBF  0xF7FF  0xABFF  0xBF7F  0xFFFF  0xF7FF  
